id_speech,extract_id,cluster,indicator_name,code,option,textual_extract,coder_notes,coding_source,model,date_coded
M_73,M_73_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) Finally, women and young people must share peace from the outset. The support of Zimbabwe will also be extended to the women and youth peace and security agendas. (2) More women and youth continue to end their value chain industries for both our local and regional markets. (3) The process should be transparent, inclusive, and guided by merit, equitable geographical representation, and gender equality.",,claude,claude-sonnet-5,2026-09-25
M_73,M_73_women_leadership_position,Gender and women's leadership,women_leadership_position,1,Positive / Supportive,"(1) Finally, women and young people must share peace from the outset. The support of Zimbabwe will also be extended to the women and youth peace and security agendas.",,claude,claude-sonnet-5,2026-09-25
M_73,M_73_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-25
M_73,M_73_sg_selection_position,SG election,sg_selection_position,1,Positive / Supportive,"(1) The selection of the next General, therefore, comes at a defining moment. The next holder of the office should be an impartial custodian of the charter, an independent voice for peace, a bridge builder among member states, and an advocate for those whose voices seldom reach these walls. The process should be transparent, inclusive, and guided by merit, equitable geographical representation, and gender equality.",,claude,claude-sonnet-5,2026-09-25
M_73,M_73_sg_selection_position_gender,SG election,sg_selection_position_gender,2,Mixed / Ambiguous,"(1) The process should be transparent, inclusive, and guided by merit, equitable geographical representation, and gender equality.",Gender named as a criterion for SG selection but no explicit call for a woman SG; coded Mixed per rule.,claude,claude-sonnet-5,2026-09-25
M_73,M_73_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) Zimbabwe supports UN80 reforms that reduce duplication, improve coordination, modernize systems and strengthen field implementation. (2) restoring confidence in the collective security requires the Security Council to move beyond the outdated geopolitical realities of 1945.",,claude,claude-sonnet-5,2026-09-25
M_73,M_73_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,(1) The trust deficit among nations has continued to erode the gains that cooperation fostered within the United Nations system. (2) We must therefore choose between papers for reform or animated repression. Trust will be restored when conflicts are prevented.,,claude,claude-sonnet-5,2026-09-25
M_73,M_73_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) Zimbabwe supports UN80 reforms that reduce duplication, improve coordination, modernize systems and strengthen field implementation.",,claude,claude-sonnet-5,2026-09-25
M_74,M_74_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) This priority commitment serves the entire population, particularly women and children, providing our youth with the means to build their future with confidence and contribute to national development.","Inferential: 'particularly women and children' framed as intended beneficiaries of policy priorities, not merely listed as passive victims of crisis, so coded Positive.",claude,claude-sonnet-5,2026-09-25
M_74,M_74_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-25
M_74,M_74_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-25
M_74,M_74_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-25
M_74,M_74_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-25
M_74,M_74_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) We recognise also the absolute necessity of reforming the United Nations so that it may serve all peoples, and in this spirit we would like to propose the following first. More inclusive global governance. (2) It is now our responsibility to re-found it so that it can address the challenges of today and tomorrow.",,claude,claude-sonnet-5,2026-09-25
M_74,M_74_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) that trust has gradually eroded over time. (2) we must have the courage to recognise and to accept the limitations of the multilateral system in its current form and functioning. (3) It is imperative to restore to the United Nations fully its central role as a guardian of peace, as a strengthened institution capable of restoring order and addressing the challenges of our time.",,claude,claude-sonnet-5,2026-09-25
M_74,M_74_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,(1) We recognise also the absolute necessity of reforming the United Nations so that it may serve all peoples.,,claude,claude-sonnet-5,2026-09-25
M_75,M_75_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-25
M_75,M_75_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-25
M_75,M_75_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-25
M_75,M_75_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-25
M_75,M_75_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-25
M_75,M_75_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) Security Council reform is not a favour to Africa; it is an imperative for the legitimacy, credibility, and survival of the United Nations. (2) Africa must be granted permanent representation on the UN Security Council, complete with all the rights, responsibilities, and veto powers of such membership.",,claude,claude-sonnet-5,2026-09-25
M_75,M_75_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) You assume this solemn stewardship at a time of intense geopolitical fragmentation, deepening inequality, and eroded trust in our multilateral system. (2) We are witnessing a dangerous drift toward unilateralism, lawlessness, and the erosion of multilateral norms. The United Nations must learn from the lessons of the League of Nations. (3) The veto power must never serve as a license for impunity. Sovereign equality cannot be a privilege reserved only for nations aligned with global superpowers.",,claude,claude-sonnet-5,2026-09-25
M_75,M_75_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) Security Council reform is not a favour to Africa; it is an imperative for the legitimacy, credibility, and survival of the United Nations.",,claude,claude-sonnet-5,2026-09-25
