id_speech,extract_id,cluster,indicator_name,code,option,textual_extract,coder_notes,coding_source,model,date_coded
M_1,M_1_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) ""No discussion of inequality can ignore its most universal form: The inequality between women and men. Everywhere, women and girls continue to face discrimination, violence, exclusion and abuse. Around the world: Their rights are being rolled back. Their voices silenced. Their bodies turned into battlegrounds. And their freedoms treated as bargaining chips. This is an outrage – and a profound waste for humanity."" (2) ""Peace is more durable when women are at the table. Economies are more dynamic when women have equal opportunity. Societies are more resilient when girls can learn, lead and live free from fear. And institutions are more effective when power is shared equally."" (3) ""I am proud to report to you today that the United Nations achieved gender parity for the first time in history across all senior leadership...all headquarters... and all professional staff... Equality is not a dream. It is a decision.""",,claude,claude-sonnet-5,2026-09-23
M_1,M_1_women_leadership_position,Gender and women's leadership,women_leadership_position,1,Positive / Supportive,"(1) ""Peace is more durable when women are at the table. Economies are more dynamic when women have equal opportunity. Societies are more resilient when girls can learn, lead and live free from fear. And institutions are more effective when power is shared equally."" (2) ""If the United Nations can change: So can Governments. So can Parliaments. So can businesses. So can peace processes. And so can this General Assembly.""",,claude,claude-sonnet-5,2026-09-23
M_1,M_1_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,1,Positive / Supportive,"(1) ""I am proud to report to you today that the United Nations achieved gender parity for the first time in history across all senior leadership...all headquarters... and all professional staff. It happened because we removed barriers, challenged assumptions, and refused to accept that power must look as it always has. At every step, we never compromised on quality and competence.""",,claude,claude-sonnet-5,2026-09-23
M_1,M_1_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-23
M_1,M_1_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-23
M_1,M_1_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) ""We must also reform the Security Council so that it reflects today's world with the legitimacy and effectiveness that today's challenges demand... A 21st century Security Council without permanent African seats is unjust and indefensible. This must change."" (2) ""The Pact for the Future and the UN80 initiative are about making the UN: More responsive. More effective. More coherent. More transparent. More focused on results. More disciplined with resources. And more present where people need us."" (3) ""But defending this truth does not mean defending the status quo."" (4) ""The world does not need a weaker United Nations. It needs a UN strong enough to face the world as it is – and determined enough to build the world as it should be.""",,claude,claude-sonnet-5,2026-09-23
M_1,M_1_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) ""Yet our institutions and systems of global governance continue to reflect the power realities and interests of a largely bygone age. That is the defining challenge before us."" (2) ""At the very moment when humanity faces an unprecedented convergence of threats, our mechanisms for collective action are under growing strain."" (3) ""The Security Council was designed in the aftermath of World War II. But the world has fundamentally changed since then. A change that is far from reflected in the Security Council."" (4) ""Today that principle is under profound strain."" (5) ""But it requires a multilateral system centred in the UN that is balanced and representative. Strong, effective institutions that reflect the realities... not the power arrangements of 80 years ago.""","Speech pairs praise of the Charter's founding principles with clear diagnosis that current institutions/mechanisms are strained and reflect a 'bygone age' — coded Negative per Rule 6.B, since restoration/reform language dominates the present-tense assessment.",claude,claude-sonnet-5,2026-09-23
M_1,M_1_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) ""But it requires a multilateral system centred in the UN that is balanced and representative. Strong, effective institutions that reflect the realities and the progressively changing relative weight of countries and economies in today's world."" (2) ""The Pact for the Future and the UN80 initiative are about making the UN: More responsive. More effective. More coherent. More transparent..."" (3) ""We must also reform the Security Council..."" (4) ""A networked multipolar world can create the conditions for more balanced and representative global problem-solving.""",,claude,claude-sonnet-5,2026-09-23
M_2,M_2_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-23
M_2,M_2_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-23
